Feature1,Feature2,Feature3,R,G,B
0.4577282855202741,0.21628058019260932,0.6532460490255984,234,251,178
0.4105643509480362,0.5978618221023769,0.8906225399172625,251,228,86
0.44569973617115033,0.7818412445826183,0.7984741360815311,168,101,132
0.7535179782538127,0.9762390211990803,0.7475935302095448,230,199,91
0.3268010101631629,0.8392154997802469,0.8958413006708971,222,30,225
0.22849983231704918,0.7648346135696401,0.23073814123413539,150,194,197
0.9731792418566256,0.5871373725551837,0.027968826974881678,40,191,175
0.6525624018831151,0.35256028138420037,0.5937846908201552,230,149,232
0.8656824029226188,0.7044126584336937,0.8678617306768841,42,235,132
0.3100535213488431,0.1263589408869662,0.263339180742712,15,253,120
0.9286438896488943,0.424144377083825,0.7664119105762305,251,232,12
0.7324618866227478,0.8194584388682882,0.8654391330264157,186,87,145
0.4740893766496823,0.8064986488715233,0.8050293034114709,4,81,160
0.03250573392937961,0.3813314921413765,0.8914516837525089,77,222,204
0.4014865649349205,0.6462230810033044,0.4178652297931813,71,193,82
0.3942674025751295,0.7515357961980089,0.45532685330208744,215,228,69
0.7079665629862879,0.06682862094224551,0.5072139067669372,176,38,53
0.04251109817747423,0.4045739952063515,0.37011787060115064,83,213,60
0.616055623698553,0.14843603812548356,0.8897035255593848,156,34,144
0.665077005553362,0.4228610326625023,0.868133911748768,96,27,129
0.8872688675736397,0.48210164409301903,0.014428027501045437,165,106,50
0.3435591092292821,0.16941468577844832,0.7791132154951746,90,238,107
0.4446742708977015,0.7418205692844395,0.5486648914616573,136,132,78
0.5818306651199072,0.909862656695142,0.904792982887872,101,229,71
0.3796422830187264,0.924288311196064,0.020130560874538572,181,65,89
0.49628194025649075,0.47866607127714333,0.690563824618506,132,246,107
0.6643310032735696,0.8966995372574496,0.4707778108531393,26,156,16
0.23802741185980114,0.35382369824648874,0.8327101400157463,221,159,186
0.06778205063583098,0.002965600036251015,0.2582365861322802,203,66,146
0.38297067938426654,0.40338334402221065,0.3873463339226175,8,255,186
0.800689081336992,0.6363041586845882,0.9375975489385282,30,227,104
0.27927461953084887,0.6624838109569257,0.36558959147334347,98,124,36
0.8487640595251158,0.6178858858301715,0.4033594818540993,127,107,4
0.9686935778573899,0.3786839354651088,0.5471430212531441,227,144,220
0.08703610265287232,0.5252395948627225,0.7853559933979802,169,12,105
0.9703955426945682,0.3570786942689861,0.2747861625795839,246,17,6
0.2875923096632945,0.4484357609626678,0.43251184497691275,11,77,164
0.20551613220031517,0.22862444785911107,0.7569589327328936,183,72,66
0.3388356405922913,0.3075261473393647,0.4290723994075297,14,194,145
0.8836129853757898,0.9740024889208038,0.3199128231297007,6,95,168
0.003061537519417179,0.8459042579291556,0.6180619311898234,122,199,164
0.07424243183149026,0.17775404003044093,0.07684729450305006,107,195,173
0.86286130412757,0.5281492225293358,0.9135256954610131,162,9,147
0.9706837689481794,0.8910667657333377,0.5943373015227146,254,146,202
0.3000841049225078,0.9941344871285999,0.09692923933772735,167,66,252
0.8393002877920379,0.34845786298928116,0.6860294409779218,193,102,67
0.8971220196329696,0.8219975660145081,0.8135630784516674,140,240,243
0.22634079951016817,0.6262736716848102,0.937609830548013,8,100,83
0.6703641852632085,0.8126314924486998,0.07416006592495905,107,173,131
0.2713271040517473,0.2179591523925647,0.2568683942792135,47,72,69
0.6235531634667008,0.5218878162925782,0.6149371305501735,126,0,65
0.9905381810012944,0.08414915762114039,0.6025221611834077,111,195,192
0.9650554821257963,0.9994789554395594,0.5031591542229199,130,40,31
0.30979745899884603,0.29648326682886383,0.027978298918974853,196,47,21
0.7564065978256972,0.1634749498124718,0.20546465256278956,47,178,51
0.4666108063559885,0.46487311822899235,0.17657247333083426,102,85,237
0.9570209562509446,0.24838546011556062,0.9474996546967345,249,231,73
0.24690910225336926,0.33226100262704394,0.11991323649722596,76,242,179
0.21468781856737607,0.3964427696172459,0.8374603907890615,202,253,225
0.1921526493751281,0.9002362998115976,0.2614788630052507,219,28,155
0.4293163173277218,0.9616772415362701,0.4548615069513421,3,30,123
0.6658288261493583,0.6611573294076657,0.9667412830909003,86,214,216
0.7348473610556744,0.28546236958030025,0.7059121246014801,129,193,250
0.16945347529758625,0.9882069266993085,0.9669033000753382,175,169,25
0.6295127845759364,0.5137193747568782,0.8469665344953863,237,217,125
0.9640091404716317,0.5836718408455099,0.42468883171724703,241,126,222
0.1384114990872487,0.7049246865844421,0.4874209820566422,235,51,106
0.875463602206616,0.6405599503773269,0.21006683348334365,62,65,65
0.7146712636652337,0.4424938935805377,0.9027674000508947,240,199,69
0.5292292650475694,0.12138163884134556,0.5580345239004443,120,203,166
0.9174710140182886,0.4262122504841567,0.9566783271269029,227,15,50
0.9839958463388044,0.4101926166726173,0.06558508779376249,3,203,162
0.7111895203684585,0.3288315212633973,0.9868871094493946,17,91,66
0.898154739632517,0.2652791884523855,0.1937443272092365,166,100,190
0.1770051908228406,0.6420816000019389,0.685354602827457,250,168,121
0.7260705934557039,0.0745165958655607,0.7815504682242956,97,101,33
0.8632058239145878,0.5396248834429499,0.7442796156413706,114,125,186
0.41192422997619715,0.10508462438263833,0.9433174675970303,219,181,2
0.202859410132727,0.19963342771137804,0.8669567652409631,140,22,180
0.07927185579841556,0.42289236359559357,0.24846448399337528,156,129,93
0.16552004295543765,0.5255555330929373,0.44526857471536707,174,78,189
0.18392086717531686,0.505300311687875,0.5983702279924827,201,45,116
0.8999143987629045,0.1328426573077338,0.6325259249834148,226,59,84
0.7959039572820777,0.37465292916135706,0.37359155027032664,0,15,7
0.7605604590153247,0.6821475695032306,0.9365942473380886,245,13,86
0.6976542679484834,0.5122439375003057,0.8158905557810545,210,121,245
0.1330634536355546,0.27547038808364255,0.5548031184125017,112,129,240
0.6630846728404574,0.9399621100305369,0.43850262876165846,167,169,48
0.6709945558032804,0.14155688676465794,0.5392258805608987,94,166,50
0.04004334867185677,0.9785331953370222,0.22841307454594761,8,61,28
0.711870640833038,0.2472918221514706,0.6482880301097783,76,79,149
0.24443835087778532,0.09870315932540319,0.004758575941613441,10,248,18
0.5395520591788744,0.7323523569473145,0.24379194663287085,210,139,175
0.9845960993536492,0.619162699231324,0.8149903193450364,212,214,228
0.9052561875130322,0.26067264470257157,0.31374863538390096,156,22,43
0.8742559254555189,0.8303909890931167,0.9447915641840208,234,52,228
0.2766447900957174,0.3303647421813437,0.8280111189469295,81,22,68
0.23525564871775861,0.1457829799588295,0.5706158236710029,146,117,227
0.2865134493103425,0.6905767982498517,0.5813018109873748,14,23,122
0.6080507812574089,0.45762035038478277,0.8926667573686757,104,86,237
0.8651686375408052,0.8622067096191032,0.4929257159208813,78,240,221
0.665940588265204,0.6601888016136536,0.49542561916937666,104,229,199
0.9135438923520336,0.9870135790013124,0.8350927770530397,240,172,148
0.2993094720523606,0.3144052319279028,0.9633488651185508,65,151,228
0.013631751349906018,0.13477903738823238,0.7642385963442908,44,40,74
0.5472107609264077,0.7365426162654367,0.14649279097536272,223,45,80
0.7923368757292907,0.025950904639945316,0.9902518912359075,108,115,84
0.5145094583255425,0.6816953543319766,0.9845706387769374,94,19,28
0.11227714245134512,0.9704448283054209,0.17069303714435702,27,183,251
0.7472943853120845,0.14756914463116566,0.24726100389731231,48,105,23
0.5239321025065216,0.8049750180192664,0.7733490884071712,29,81,218
0.7768317922613583,0.2457713756962413,0.6202739876814716,23,190,220
0.27075640528127254,0.6833047065808374,0.40666317124376583,90,162,194
0.02893384388626996,0.6242131712018159,0.948188419701516,213,89,165
0.44818585305330794,0.2742116130027078,0.4552435424985911,111,209,226
0.2806175144742449,0.5343063700913689,0.558276598923859,35,78,231
0.0662668629215386,0.6713220313361671,0.8735631320835777,16,133,164
0.13632909512807634,0.06021761152081406,0.05229954010498905,13,90,248
0.36579748986729455,0.4278892514384842,0.37997016450421894,96,228,236
0.4780333226759791,0.07229240388840319,0.24403105327810493,166,226,239
0.180378504590627,0.10569887824079949,0.04623663006850909,215,117,255
0.5784389230032848,0.6821033357678637,0.9047685511637228,237,109,221
0.5427972558807106,0.7563062320259074,0.7409307518963345,67,51,50
0.9662366573196864,0.7417570930385157,0.9730013043706791,233,166,112
0.30111052179062403,0.790618711537118,0.6111259638705173,111,25,55
0.05655431277317524,0.22710210470755632,0.6926909725876224,207,120,242
0.6548237831476534,0.8291408714701377,0.7291485574438352,120,30,163
0.6992661222832932,0.38542901966118026,0.800918089852655,171,82,11
0.08441963774043726,0.860176218842957,0.13509299771163208,70,115,94
0.551272743376956,0.33011306529758067,0.5350375144059599,152,184,215
0.692036275434178,0.3267924693881209,0.29978867863237635,160,68,153
0.2234206050497345,0.8390138542341586,0.8865982628732347,142,183,155
0.777254270917333,0.8232382038692028,0.9763384318314919,130,53,82
0.994590217788558,0.7068599422417587,0.5960604196990307,211,34,194
0.6714765740680663,0.3419214157868734,0.1969232663510342,198,194,9
0.10369536317308425,0.9603923071445494,0.08858524478181651,111,245,207
0.6602353327597479,0.3845149283434628,0.8774665446469464,221,120,86
0.42049653410708243,0.0770361620834299,0.529066862451782,156,15,163
0.9604553464284816,0.8039166798832103,0.19043014879045306,71,167,60
0.19486417629831498,0.9763750676783639,0.8706828597203262,122,109,217
0.7496008463125452,0.09485009128063648,0.9682769100116471,187,212,149
0.40951646009898357,0.46032043764337305,0.5818764655134856,219,99,198
0.9403460949551553,0.6799135174562351,0.4550816790232932,169,120,181
0.12734960312729393,0.630212246066236,0.13972731814284822,157,199,200
0.9552164215274144,0.08823849776264003,0.513926520890592,180,25,133
0.8572882002688437,0.2137823548191955,0.9416295336512126,232,65,100
0.2771819705405433,0.47316274702638583,0.042844731572518446,2,16,46
0.464154077170465,0.5342791003090374,0.86281769726981,209,32,217
0.9912497381947377,0.13348385740121305,0.7790939036161508,84,54,206
0.7906560825412877,0.7205483480900985,0.5234200041629209,82,238,22
0.7950645592659615,0.4504800534292004,0.31325870437610326,83,235,243
0.5356126140544811,0.0023424131514925284,0.6566914096187122,56,42,121
0.9266611068756874,0.6905457385443781,0.38369897738691094,231,228,148
0.0008363328434538575,0.9670835447889482,0.7664143227047843,232,243,90
0.29515117759370324,0.43771229129681455,0.16246350114301455,237,136,227
0.14309907266356658,0.3659222631801853,0.19834315591802965,78,143,48
0.9111320725475651,0.7484823801719682,0.08519234474469162,160,237,20
0.30198156521460784,0.2580574619569336,0.09748084277730795,219,120,221
0.9905358486447056,0.23269818909385998,0.5629316485405917,158,41,227
0.1145818837585657,0.36613992685618313,0.3339510527402574,193,171,242
0.19009239595516236,0.6491731310905899,0.5400278036975151,83,136,1
0.25750777364248567,0.15634178367331386,0.4651935742105384,255,101,233
0.8004786590150089,0.4097893203797712,0.16435641850548544,191,155,187
0.4816003394853434,0.2274230370757846,0.3413709294772883,87,1,179
0.9581971081587304,0.7799834191703658,0.27457149693212235,69,235,245
0.2256313845062926,0.5983515897481666,0.4925209425297986,157,128,205
0.20888611447378758,0.030852601722754613,0.8945916838805664,110,96,18
0.392516296551781,0.3087079407864002,0.7027477851215613,153,114,101
0.04645239270657142,0.7813958834559007,0.8481611009297322,154,88,54
0.10092493532054803,0.1918250389485907,0.11155668483557113,120,80,191
0.38251815292022806,0.40489451336649873,0.5813308926718951,196,241,95
0.5636304355495046,0.491705812758206,0.7213868803397371,112,21,29
0.06278712984419732,0.8486997274026907,0.7983224648647597,78,79,77
0.6486034983244087,0.9782711854661506,0.7027620403261923,89,77,224
0.739980744876242,0.5943055457135423,0.9713772496137227,191,129,167
0.24587305298944673,0.9527823419734389,0.4855841143502476,136,163,120
0.784172534771347,0.7323414882098455,0.8125621596797646,12,46,86
0.016884710455194796,0.9309091402806798,0.6645519726671876,248,218,254
0.7741397667662561,0.239716471185347,0.36728275627043394,247,235,129
0.6310474852318575,0.7490168070967772,0.3547345962632277,228,78,53
0.8056047966988578,0.2508771545187215,0.6847063143554477,13,47,32
0.6387809540581988,0.47312271774835846,0.3894104426473839,182,224,255
0.46127306658152545,0.6232636095712382,0.5881930642747477,94,202,177
0.12925806134599593,0.8775600906955502,0.8049180258009153,149,24,29
0.2847964427216809,0.5459986705424328,0.7952605074021862,139,82,201
0.02701164970449199,0.8017499470436171,0.7992466796416375,9,9,163
0.15619014203111836,0.35129868015370913,0.5773863331515615,178,124,213
0.32635663794355363,0.845472619742338,0.8984671601353957,52,163,41
0.839231686234055,0.5641606725982662,0.25892979746714906,138,121,196
0.7055890789315715,0.8075301491812897,0.3148262555208349,130,17,171
0.6552652860321457,0.38136265509447553,0.1553953110257028,227,227,132
0.5406296306931823,0.4065485636953281,0.0135081885800864,135,116,200
0.021327795046543807,0.8884037667034134,0.10638304266630938,119,32,235
0.04569770522934058,0.932816385525102,0.8104301768978078,229,55,50
0.02343724493329824,0.45493043992571625,0.45711368324877333,108,214,157
0.9697104799073074,0.29173366500267883,0.21364355050689687,85,210,212
0.5865650787152528,0.3395617429063805,0.9522336217786502,29,85,160
0.6829141100248927,0.9983117829037436,0.6449150198185334,100,11,95
0.8323371251562094,0.08193013220746082,0.7121228414690669,75,206,213
0.1730670197872607,0.8777045957126491,0.8966075169359979,191,211,14
0.6151383807495161,0.7242472854820068,0.709016764063835,102,203,242
0.3226794434937327,0.5534701010062787,0.8455493903822023,78,130,0
0.6059485043204116,0.15540400522797326,0.2850192858237479,22,1,37
0.21913577149292884,0.09559446709781483,0.07515823272735334,33,71,51
0.6352098750966916,0.5937662472123315,0.7854829404726514,170,22,156
0.48839183456854574,0.00136374087824509,0.24735347528018503,212,99,44
0.007653895551408274,0.9466763551275361,0.8495770259263328,109,42,14
0.5418896699005783,0.5302830105964547,0.017244930474148212,44,213,47
0.0525643218112577,0.5677227689354397,0.7471320936824458,102,168,169
0.10216720313586558,0.4318378818805204,0.8079749726832977,9,127,89
0.4797677297025045,0.3897013226059851,0.2695304613532338,132,255,98
0.710176706800721,0.8235203568259489,0.8173214300942766,185,252,66
0.5985573374771206,0.23452359589634086,0.7750153456087365,172,215,64
0.9544879703975061,0.5404071155581055,0.4170153723100829,230,86,40
0.7457516003706932,0.9663394864778954,0.14478720326579053,125,51,242
0.6770240446038087,0.38751902018867845,0.34621393214835205,181,127,129
0.39511258394360116,0.14164101269751372,0.6810319262011152,168,116,149
0.634473902592007,0.2478017312761911,0.17456582424267486,13,179,135
0.7721925269067741,0.3849537952245007,0.07192629562805264,188,239,79
0.9031261215540198,0.9787844613600831,0.6592174931160042,79,40,101
0.7402960318234028,0.1336029205739453,0.5690184364132252,141,212,65
0.9960435100525715,0.1670847527693312,0.26389832969312643,167,117,93
0.9759884463735476,0.05379119613318917,0.1388880410868233,102,16,248
0.2727942013425274,0.5646947765890155,0.6205302723125593,57,126,179
0.546679605967141,0.7587640793986037,0.523414545351665,44,94,233
0.3983753769918673,0.15457480448363237,0.11836679041269349,219,96,89
0.4319305735525414,0.3223245693335268,0.08202492163104447,235,95,177
0.3593666920437294,0.12484123770109878,0.7823437758660435,16,179,183
0.7524312160348993,0.1621352493930054,0.7766990159465855,213,123,46
0.513320891731762,0.6232493147795545,0.17760202919901646,25,215,211
0.3772400535669894,0.23187857212034968,0.8204114854446974,198,7,57
0.308497772815129,0.7752845579999765,0.3706791638130602,159,184,189
0.1650453902193184,0.20218493308937835,0.39620588781784194,57,174,117
0.32004752137875814,0.2747379773059212,0.39440966683142653,85,172,37
0.853186287627938,0.7498115374365879,0.18606566494339594,192,184,184
0.39844951473289003,0.6592467691648471,0.5034803726739014,75,161,190
0.4476332326592086,0.8218297505887863,0.0764364607026885,245,58,164
0.7947650863093744,0.2844769214214331,0.8850459429359068,247,226,89
0.9939177555230113,0.24269544194910453,0.10510266062559137,187,226,102
0.06221030863569843,0.7302396100720977,0.15595970786558255,180,203,172
0.5006384539151965,0.9342080279670212,0.19549163601308828,158,59,152
0.36848678846224636,0.4517315181683308,0.023371104779189578,47,245,165
0.0675657807245551,0.01230030733370191,0.4978149072135851,131,114,160
0.07504443481764034,0.5141959845449995,0.8753483725323976,55,11,189
0.5880146354451588,0.7686740347090771,0.18383549105389474,115,11,135
0.6204458338565226,0.07599211871763178,0.13336196137834344,225,165,22
0.7851421118584656,0.6880412704890903,0.01646749614863252,250,148,94
0.7854782617696444,0.3032535523678287,0.7364432742477987,182,47,61
0.3757975882841261,0.34851429165386494,0.5802246573328783,34,148,186
0.535098419991,0.17817379801287203,0.4022562784820619,53,233,130
0.5578315738719422,0.5807273501419773,0.4205993850405415,18,75,131
0.4592478138478234,0.4338333897096771,0.911125204782902,158,136,20
0.8412901731581274,0.37010116681095095,0.16377815324790057,65,179,34
0.13979484995583036,0.7337106164159666,0.07499023154856,200,137,60
0.3539441919406675,0.49175068989538984,0.6652162005525397,213,109,246
0.45501976343920625,0.46053294933898903,0.23643880200646095,111,189,101
0.1434182338519865,0.7014418981559621,0.5320056573112092,120,22,15
0.7162231585499262,0.1545559279127131,0.09982666833549625,169,76,119
0.5455347835127755,0.19763981979351664,0.8985804562242828,125,190,90
0.9900466945098192,0.7814636091168228,0.7613702930033198,112,46,72
0.23811055874549059,0.4178591580688116,0.009774590478565104,67,34,111
0.9683248277452349,0.36307026335575965,0.018820753225202602,197,208,10
0.6441968456708617,0.6831375572094047,0.28578104437103646,6,252,15
0.5161107342248553,0.7344935592468523,0.7057683172431045,162,88,98
0.7417613234361868,0.09814809453638618,0.43221070853724297,52,228,77
0.5138325613012105,0.8231765847036493,0.3738811611514513,145,223,184
0.6075487236053018,0.33210096166937764,0.8456130669681245,19,217,221
0.39640665137152,0.9417832183704948,0.8199107258778663,139,240,167
0.9663075487052647,0.5663474400288878,0.9084175721134071,12,138,229
0.8020731438706814,0.8092473054491293,0.9826949007344518,105,50,193
0.025299322845414585,0.8354068542154929,0.9553326059919096,231,108,198
0.8283367177530583,0.29528765027370696,0.8280538712358336,7,182,220
0.9038146727148227,0.29273271369629916,0.5600810064557139,250,143,75
0.23217964067601193,0.8597929543003711,0.9212293911531099,67,100,31
0.3085845579182105,0.1308433143233616,0.6835542390947226,194,84,205
0.5085107145143937,0.5952630663483993,0.9694346578334613,101,207,206
0.9368788510304739,0.11933635276953303,0.8264521519393001,98,93,251
0.9715097860505405,0.13197075678543868,0.13963365671646766,16,237,105
0.24136059625240347,0.871308775341947,0.7330926082638424,120,81,122
0.7806712439347854,0.7518116015685202,0.622927428990185,106,80,126
0.32073417100117574,0.277731779863328,0.40702309959899297,110,113,16
0.7576583481079237,0.6045492316571425,0.43748094475287314,12,113,112
0.14959408145603592,0.10662151113497464,0.7480733457995478,15,149,100
0.2998033080329251,0.6899970214258113,0.6131997172630987,195,91,191
0.48349157508278895,0.12714615367296445,0.9014696554273303,42,177,21
0.3605854922526208,0.7921658257535031,0.5745398007434666,165,72,156
0.7950515938456018,0.27333494688717264,0.9005044892469121,29,138,118
0.7836080983877947,0.9434683475751547,0.3453768004587442,205,36,94
0.16282429473286852,0.7949783244408645,0.1286298507851641,27,146,147
0.4814441145384146,0.3188163712239084,0.4896094770710706,70,139,174
0.6477186221993544,0.3139918168484356,0.5118328586997767,87,9,149
0.7462023778612309,0.07660695565875986,0.3539279016255351,33,144,14
0.9277453111126809,0.11200065050828478,0.4355893346794315,92,186,45
0.515507409645856,0.9049597813812247,0.6011688839510858,224,122,175
0.3533717475609476,0.8699733226019261,0.6510871299105678,75,230,181
0.7751813919497129,0.09888073800468222,0.5675900850614104,96,214,232
0.013768143164264224,0.3733238260857852,0.49734988050169593,195,105,1
0.12911356372824334,0.7291394236420129,0.538176581760895,166,171,39
0.2613326683454631,0.6415379562255502,0.47796915380963745,53,112,94
0.6815628910034924,0.46004654844771553,0.05845378342534213,119,237,172
0.6575716178685176,0.22747584182965586,0.7478909859541563,88,254,237
0.5746880234943168,0.8042747594841075,0.00437752325830032,125,192,42
0.4075825138976754,0.7871974037251356,0.26585683973441687,190,19,44
0.4537266953281801,0.39409930109187463,0.024806456816523603,212,77,35
0.030099223058647206,0.4941927869366727,0.6007095086719955,59,214,13
0.37379660108892,0.13059884779810405,0.40645163005030593,200,30,195
0.11833272323336308,0.6005165233771652,0.8524986057254836,54,246,42
0.18005825510770246,0.40062690573249327,0.013040070490423439,104,122,79
0.16340289068310787,0.19280527038029294,0.04695708026013201,118,68,191
0.5708733085421084,0.19493235304713985,0.8071208607356302,149,183,67
0.2053285720249517,0.6472468061536889,0.39468736613347977,21,12,106
0.241281776463515,0.06588620563858039,0.654066316705942,169,244,82
0.48801676443652864,0.01802066341110853,0.6819944757867848,66,213,254
0.04151497836557683,0.5599858983922698,0.027044898194441447,7,141,229
0.23119341530603965,0.012913601383742201,0.2668553713045172,172,231,217
0.4633627240876662,0.11489240146339097,0.7793139388649291,248,147,3
0.6811264042518226,0.04253830695501637,0.9831067755228523,0,185,157
0.5100450119519258,0.6911240912069407,0.2854788067420897,45,251,78
0.8627338136723457,0.9673380984418832,0.2842943319593306,94,57,227
0.5495523337516091,0.317370178993314,0.33080320356739257,125,95,208
0.8866511396893464,0.33156619564235,0.9949153753972099,23,72,64
0.3683650606647667,0.026150600419882375,0.13661408790976026,111,83,91
0.11766260446237486,0.2773857443197907,0.5245733201731422,122,164,144
0.09484901725230632,0.31219737754143884,0.771783171142011,134,195,97
0.6006989773446546,0.9385899080767067,0.5120581951160985,68,251,217
0.11548692725435139,0.606015130112543,0.7387731747496668,36,68,192
0.3153059541595675,0.947383124771163,0.7046872799182877,93,205,20
0.05148368909228451,0.5958358316437251,0.29325413452124194,20,243,95
0.474607796304911,0.10855243587296026,0.051046659193939914,60,133,36
0.03712563340547492,0.0029907060027802856,0.17717721855516155,0,24,38
0.8063158902659779,0.9936520799146779,0.3090399590304206,68,87,12
0.917078163885423,0.14214224559694033,0.5833032017730562,145,90,29
0.8638855252229034,0.6077030599567808,0.6272908526911646,101,143,122
0.19359841936772748,0.6291390293990909,0.6417353647367037,51,168,225
0.3591031893927199,0.7384051458679153,0.5833152315828375,126,230,38
0.3306847029945018,0.0718114180190047,0.3055524363783828,245,196,151
0.10823783753231875,0.41461747675886007,0.22488493171040136,210,147,172
0.8012165721972273,0.369192626671932,0.09266182596782535,196,119,83
0.41856806378989764,0.9849242478189608,0.06603569010308508,162,189,83
0.4583285913646168,0.7123672701008166,0.8633157400513706,70,140,173
0.20291965200212703,0.2579319507343375,0.2707621802692073,247,66,133
0.3607851262125691,0.2893352777762488,0.9109343780035378,52,12,113
0.5108513089077401,0.3982397702643443,0.19812527137033686,215,219,138
0.6993733149778321,0.5679145735154666,0.41938435424284004,0,248,16
0.22203712764650807,0.3243834267325657,0.8121227091840645,195,141,66
0.503310038856544,0.32132206258748175,0.49844481300334365,20,223,182
0.928312940184089,0.009500414385963274,0.9554798801231137,210,59,148
0.4403497229173233,0.7703934718473457,0.7020392725347416,0,121,18
0.39600804720893024,0.6872827291998571,0.7295760260039624,37,84,78
0.834458801016695,0.5167020032565445,0.20052494597345594,244,153,183
0.3966038967007326,0.5597559189743692,0.04412525063403672,185,247,192
0.2619201152709161,0.05742874517186913,0.047049866712103205,135,9,74
0.7438777751066133,0.5141469756320176,0.2205304756457125,124,173,155
0.20542302901216192,0.815667925840376,0.4273076269885361,141,77,138
0.259859817700443,0.5692179359173015,0.8640538787718635,175,91,174
0.8212445600871853,0.48470679510342674,0.48472634249764734,191,110,245
0.8131213491178886,0.28836576465887676,0.7966256599412721,144,16,118
0.37554468229525684,0.17179833405342237,0.8051357464738141,107,19,144
0.7656944023970008,0.08094786956378841,0.08070884643582277,137,150,185
0.7587943317382643,0.0981809167521791,0.14470906376335935,250,118,81
0.33280694289941726,0.7217694312087991,0.3776930118390601,157,82,85
0.31044251469531725,0.05379557612925567,0.7083093777704916,24,195,127
0.2957791032953998,0.8087869347112651,0.12928738081387858,205,244,237
0.5614162137463418,0.5865306564333181,0.13641718846158768,249,185,236
0.41350397654324966,0.6993155920975108,0.5128396098332768,149,166,47
0.5721439455798106,0.2331728442736568,0.8349801666533779,75,172,72
0.4718791363348648,0.6534293663262569,0.3261591150289931,70,28,48
0.4361122606544663,0.3429662389655831,0.5669376374785021,83,250,34
0.07198843953489709,0.659678415031052,0.0917193219325475,65,121,154
0.9191306659180134,0.621040875776012,0.6849745013999581,146,80,112
0.6803164859551235,0.5774708124859294,0.3300815511993742,157,159,136
0.42485256021428497,0.8223010247782623,0.36924450706425616,246,254,231
0.9085910957704106,0.4434218177186193,0.9001746644912337,113,247,5
0.30767040362242914,0.5966661584570145,0.05959439838566527,185,207,201
0.34819115584251403,0.6469216286623856,0.31331447393804035,41,24,187
0.1377415689037943,0.1546859944864991,0.3493917052265133,227,163,158
0.10346463058975097,0.30645622565983555,0.394412879933457,1,218,188
0.24015595627266706,0.018974895163447636,0.10223254620450717,153,19,217
0.06400670123362917,0.9526606985098256,0.9945195534546966,130,47,106
0.8807769608513243,0.3071217786125169,0.22919277374396108,42,90,146
0.21224555228521413,0.8731153595325016,0.09313209081438967,69,165,147
0.8659314231073099,0.7409748536194493,0.2328263682931112,125,172,195
0.4290971943930847,0.07109044099274775,0.9883048590783758,161,11,159
0.5611062390002055,0.13977563465702592,0.6039054108526793,178,241,23
0.011349702450873633,0.0703080388172822,0.6369206316816952,212,201,60
0.7659263410633702,0.8171455006339571,0.2590516938013725,64,101,225
0.39378159433749815,0.32866908874732703,0.7214736981636078,149,105,44
0.7825494465763382,0.4907403175616809,0.04798357956928656,251,243,88
0.7862724225845545,0.26302619104993785,0.14118800023456968,99,143,184
0.9850127780589922,0.05577816178097461,0.6648815309490986,64,11,48
0.3268404703678054,0.893928066662119,0.35039477490156945,45,246,58
0.4353251655656042,0.5468454506975761,0.7037933951117679,171,229,192
0.6676003880844441,0.24133869909772954,0.6488501554296461,91,141,60
0.7087107702948369,0.5954704692351603,0.9156889130664562,11,175,84
0.420782305035992,0.9001589079277835,0.13848545600244921,196,102,84
0.6685134421414752,0.6376384825154956,0.31871509581789725,157,198,227
0.2638956503992774,0.23364495488072623,0.6978225860808598,25,75,50
0.2650337309526064,0.6409433319247818,0.5745279360960818,115,30,137
0.9870581730827849,0.6562628472232119,0.29543572380110394,71,202,28
0.16399419110245594,0.11731251520635566,0.5948836514460905,109,223,181
0.8318015254529952,0.19118731589135296,0.18810193849061496,30,230,176
0.49006996112630674,0.6527742542539352,0.9228856102960453,58,229,163
0.5416780022453387,0.19659875510818192,0.7510501961351808,171,2,220
0.9795139304157447,0.30675413566016885,0.8131727003513053,128,4,88
0.9632387317181723,0.6203254455954852,0.27981342768067285,6,163,125
0.2960315481638237,0.39630329661959196,0.5392822593266862,0,121,19
0.037861354684364024,0.3353890297980405,0.6868054759220447,234,155,109
0.7867714300205862,0.7943731521125518,0.12732320125923546,39,47,158
0.9288246061744714,0.023942011740869518,0.33952973988846713,197,139,23
0.0569784054344592,0.8961315156331648,0.2518493648299266,138,148,213
0.2997566987044007,0.2399494208151285,0.8649354931904731,136,9,214
0.11940767787179984,0.19790274092166082,0.5110934858551255,143,218,184
0.5056296836675294,0.6432035530491345,0.6618232836896676,103,120,83
0.9465523854999861,0.9479893816930025,0.17041376978176082,143,95,134
0.9808341578253482,0.6600101566718831,0.2147903453788157,105,224,175
0.8122418140785559,0.23879119335952104,0.17499822734128334,56,182,198
0.20678426699388108,0.3239311337830717,0.7115270123563849,123,242,131
0.6143370238162903,0.3059207311648593,0.48700381490555433,164,91,171
0.22247105797107958,0.9587483222647492,0.7868491663760365,66,51,223
0.3798858925183526,0.05257319572880215,0.7656722077071046,119,172,175
0.03441479197817854,0.968677964984841,0.44141958788666136,233,230,9
0.4939645183430268,0.9511011506682807,0.7927444812284823,196,117,167
0.18666620156928493,0.12665974333726404,0.46110314659293905,222,204,80
0.6610692346426698,0.8241207985862843,0.22468217779866073,146,79,154
0.5726654120226747,0.6418401760580239,0.18544096833911095,239,161,111
0.6283557147968707,0.7149532748695435,0.40338639462456305,201,31,77
